param1,0.25,0.5,1.0,3.0,8.0
0.05,2.562832870419169e-07,1.9675745068819797e-07,1.5817044395248073e-07,5.291962779983832e-07,1.4923787316602212e-06
0.25,1.9395711177874642e-07,2.0217138734695006e-07,1.2970417237064489e-07,3.493998770329193e-08,4.423459431656222e-08
0.5,1.6107212796426796e-07,1.6619306020710998e-07,1.0559647122362708e-07,2.333999054756448e-08,1.8833641778367053e-08
0.75,1.4876156770441312e-07,1.4201937988669394e-07,1.2069513086222425e-07,1.4853028266434033e-08,2.188772959092402e-08
0.95,2.2850102298415839e-07,1.4914897600493172e-07,7.392496655375118e-08,2.5709458289966264e-08,1.7945708199437905e-08
