model,param1_name,param2_name,param1,param2,n_trials,sigma,prior_scale,n,original_pd_rate,fd_pd_rate,ad_pd_rate,original_numerical_failure_rate,fd_numerical_failure_rate,structural_laplace_failure_rate,median_original_ad_rel_error,median_fd_ad_rel_error,median_original_min_eig,median_fd_min_eig,median_ad_min_eig,median_original_log10_condition,median_fd_log10_condition,median_ad_log10_condition,median_abs_delta_loge_original_ad,median_abs_delta_loge_fd_ad
binary,alpha,beta,0.05,0.25,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.182168403068599e-05,1.4097046686093638e-07,7.428663221663373,7.428718717993988,7.428718452652708,0.3843826125136886,0.38436599013016515,0.38436611089608325,1.6475723803921483e-05,1.9579130139391057e-07
binary,alpha,beta,0.05,0.5,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.432896251979941e-05,2.8796748839015094e-07,7.376101779402349,7.37606445707989,7.376061278284595,0.4196598068120736,0.41965554770317504,0.419655650070956,1.7980429277031362e-05,2.9975820581285006e-07
binary,alpha,beta,0.05,1.0,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.984352925596712e-05,1.702872614722234e-07,7.2472052825382836,7.2471048576379005,7.24710590691747,0.4968852275576079,0.49687898123307556,0.4968789925338663,1.1789184661381569e-05,2.547573245692547e-07
binary,alpha,beta,0.05,3.0,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,0.00053185877681825,2.9565350988857157e-06,2.1729316731393546,2.173230599306159,2.1732298031895487,2.5751006123356124,2.575183106585357,2.5751823493254866,0.0003276713108419,1.2630091461574011e-06
binary,alpha,beta,0.05,8.0,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,0.00029227497185725,9.523240375961526e-07,0.9987567052810584,0.9987928225983385,0.9987927408616646,2.7641773876200766,2.7642334762133505,2.7642330770453625,0.00017343996302705,5.425179274709535e-07
binary,alpha,beta,0.25,0.25,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.8264706199077913e-05,2.0484429054584092e-07,7.405246031545319,7.405010388347931,7.40500961380555,0.41763088607711873,0.41763883292238496,0.41763880482647164,2.4535834931782574e-05,2.632129820767659e-07
binary,alpha,beta,0.25,0.5,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.9696311682283913e-05,2.1492354734342826e-07,6.736048261503761,6.736198377020685,6.736198932573738,0.4651603734515517,0.46513964905145244,0.4651399028614716,2.388982571943643e-05,2.5318064444945776e-07
binary,alpha,beta,0.25,1.0,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.707270725155124e-05,9.574499216740521e-08,5.77703255868739,5.77717834613153,5.777177954719241,0.7164877239599785,0.7164786406784527,0.7164787088889608,1.3741028183744675e-05,1.2586519915203098e-07
binary,alpha,beta,0.25,3.0,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.7443461465536023e-05,4.938611002715005e-08,3.778913929332901,3.7789867547242295,3.778986474559353,1.2945133470440473,1.2944888773472005,1.2944889195509341,2.598367146688929e-05,4.3042057029651914e-08
binary,alpha,beta,0.25,8.0,100,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.261528964403237e-05,3.587171441796968e-08,0.8446310749241752,0.8446624197142132,0.8446624005166432,1.8627732805495314,1.862783085731731,1.8627830760904467,1.9618009149180438e-05,2.9557691849646517e-08
