param1,0.25,0.5,1.0,3.0,8.0
0.05,2.1903320401861495e-07,2.1737679034572468e-07,1.3360195438849587e-07,2.525550311105462e-07,2.2348546124817403e-07
0.25,2.1288843754518894e-07,1.4998152764178485e-07,1.0262387561965626e-07,5.0914486848796514e-08,1.7562812093530056e-08
0.5,1.2526471948604015e-07,1.525745965125225e-07,1.7415641906382007e-07,2.213788086180557e-08,2.0318444704514604e-08
0.75,1.2703006646574977e-07,1.0141236472804849e-07,9.507807519071321e-08,4.3806208438468275e-08,2.1359469748460927e-08
0.95,1.6828326465656573e-07,9.966996117327653e-08,6.854801526401388e-08,2.4980755242154373e-08,1.4489673461071106e-08
