model,param1_name,param2_name,param1,param2,n_trials,sigma,prior_scale,n,original_pd_rate,fd_pd_rate,ad_pd_rate,original_numerical_failure_rate,fd_numerical_failure_rate,structural_laplace_failure_rate,median_original_ad_rel_error,median_fd_ad_rel_error,median_original_min_eig,median_fd_min_eig,median_ad_min_eig,median_original_log10_condition,median_fd_log10_condition,median_ad_log10_condition,median_abs_delta_loge_original_ad,median_abs_delta_loge_fd_ad
binary,alpha,beta,0.95,0.25,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.1676615779510798e-05,1.0097783985685994e-07,4.322654733759233,4.322705274733741,4.32270344886113,0.5433380922688703,0.543323421237456,0.5433236247055815,1.2952669941057593e-05,1.6828326465656573e-07
binary,alpha,beta,0.95,0.5,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,8.602571457943891e-06,6.009224444891364e-08,3.9789374378063105,3.9790420828627715,3.9790412794272068,0.7431483190551936,0.7431413403827476,0.7431412865662247,1.0712778985677573e-05,9.966996117327653e-08
binary,alpha,beta,0.95,1.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.3646892774906873e-05,5.576446495175589e-08,3.8698118652766818,3.869801990000643,3.8698020571172336,0.6722098771844236,0.6721896230253608,0.6721896731487428,8.057190658661284e-06,6.854801526401388e-08
binary,alpha,beta,0.95,3.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,7.807290300304401e-06,1.3977679647619737e-08,1.7713653692916684,1.771376488670844,1.7713764710184572,1.3169016407688579,1.3168786604049068,1.3168786559470669,1.4271881569882794e-05,2.4980755242154373e-08
binary,alpha,beta,0.95,8.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.1492710026667208e-05,8.13233358865946e-09,0.8296054074259552,0.82960158545478,0.8296015496250617,1.8538780809533617,1.853882554971653,1.853882554502388,1.5879943402019592e-05,1.4489673461071106e-08
categorical,alpha,beta,0.05,0.25,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.07056615073904e-05,1.4337378298754624e-07,3.903614819441663,3.903823099592093,3.9038215567311965,0.6292813448409871,0.6292603942236237,0.6292605648832206,1.389831265896646e-05,2.312739049159518e-07
categorical,alpha,beta,0.05,0.5,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.0492897376478872e-05,7.530965504192956e-08,3.3524528046265782,3.352645024624597,3.3526442939485106,0.6779015028486213,0.6778831661487343,0.677883239151563,1.1455995682752018e-05,8.575354470963248e-08
categorical,alpha,beta,0.05,1.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.4277247104822946e-05,9.895056707267134e-08,3.1824063613292726,3.1823851132006746,3.182386174728273,0.7187369280714777,0.7187115335105847,0.718711708313629,1.88301927188661e-05,2.2438423030735066e-07
categorical,alpha,beta,0.05,3.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.7865883159370524e-05,7.751922565776946e-08,1.9636701562136865,1.9637794284291559,1.9637785033797583,1.0905007747449058,1.0904687260185693,1.0904690827679242,2.5268914097154038e-05,1.9340615509122472e-07
categorical,alpha,beta,0.05,8.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,0.0001627442582661,4.2036596298914873e-07,0.9285318744631084,0.9285994240803425,0.9285994403439446,2.6033910638965754,2.603407219396929,2.603407129551795,9.82063239582942e-05,1.6925403301115696e-07
categorical,alpha,beta,0.25,0.25,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.0404148004179229e-05,9.328617788236056e-08,4.039161846492718,4.0392651118924014,4.039263696327889,0.6168954986271951,0.6169022270094155,0.6169022312204051,1.0229835648800645e-05,1.6897471866172964e-07
categorical,alpha,beta,0.25,0.5,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.4297770791393076e-05,8.873574166907438e-08,3.991500066285475,3.991491516672575,3.9914898106625474,0.6309837166969314,0.6309674929123958,0.6309675866355724,1.4803107816874217e-05,1.6845248396180068e-07
