param1,0.25,0.5,1.0,3.0,8.0
0.05,9.983165602400465e-05,7.64246217251348e-05,9.032843039532679e-05,0.00045268898534255,0.0003805951512654
0.25,7.840419733240961e-05,5.7402773535040767e-05,5.4522658268292676e-05,6.266996241137865e-05,4.3773147482777106e-05
0.5,5.807035600832161e-05,3.439216300875592e-05,5.6204542079072784e-05,2.6279368782452625e-05,2.1468627540974275e-05
0.75,6.556608328836633e-05,3.505299485780855e-05,1.9789237589487055e-05,8.833848762157737e-06,3.6924096666007014e-05
0.95,4.76156727557409e-05,3.0612462372429235e-05,2.566075210137009e-05,2.1453109807658408e-05,3.523395561203113e-05
