model,param1_name,param2_name,param1,param2,replicate,seed,n_trials,sigma,prior_scale,theta_map_1,theta_map_2,objective_map,gradient_norm,original_pd,fd_pd,ad_pd,original_min_eig,fd_min_eig,ad_min_eig,original_log10_condition,fd_log10_condition,ad_log10_condition,original_ad_rel_error,fd_ad_rel_error,delta_loge_original_ad,delta_loge_fd_ad,original_numerical_failure,fd_numerical_failure,structural_laplace_failure
binary,alpha,beta,0.05,0.25,0,123,50,0.1,0.01,0.28093788527182256,1.1052287375586567,32.5288215135077,3.2144601004929543e-09,True,True,True,2.4103243953018105,2.4103237999955383,2.410322218119707,0.8188363419223647,0.818877258698761,0.8188774765311455,9.88512722291093e-05,1.8238004708750378e-07,4.645469460484719e-05,-4.055032505334566e-07,False,False,False
binary,alpha,beta,0.05,0.25,1,124,50,0.1,0.01,0.98,0.5902447895617151,33.40745682217139,2.6294487334155336,False,False,False,-2.3073290930233967,-2.307405383171086,-2.3074069224704883,inf,inf,inf,1.4814313811550998e-05,2.5149120214017416e-07,nan,nan,False,False,True
binary,alpha,beta,0.05,0.25,2,125,50,0.1,0.01,0.02,0.1,34.68609388695994,0.4013433484848826,False,False,False,-1.9075109042567253,-1.9061602931845643,-1.9061706490466734,inf,inf,inf,0.0004131041599594152,1.5406747950193226e-06,nan,nan,False,False,True
binary,alpha,beta,0.05,0.25,3,126,50,0.1,0.01,0.6712425385086798,1.2137664097749687,32.65612767923752,7.903175065057401e-08,True,True,True,1.3162534001190231,1.3163464860907264,1.316347115077452,0.9098286924306599,0.9097887638254303,0.9097886208607031,2.5677233781589656e-05,1.6263404767406608e-07,2.5061630736900042e-05,3.132332935251725e-07,False,False,False
binary,alpha,beta,0.05,0.25,4,127,50,0.1,0.01,0.02,1.8660990572779494,34.53425007736424,0.6079783112511465,True,True,True,0.006987013880195319,0.007196620983332369,0.007194977854337984,4.990887842765499,4.978130034786948,4.978229070704688,0.00018230493429000205,3.123830628986739e-07,0.01475604634660499,-0.00011432626740770502,False,False,False
binary,alpha,beta,0.05,0.25,5,128,50,0.1,0.01,0.02,0.3120506480622807,34.674635938933704,0.2526609286235273,False,False,False,-0.03720129119441625,-0.03716744331772586,-0.03716718685744356,inf,inf,inf,0.0003187168660778341,9.161716083092835e-07,nan,nan,False,False,True
binary,alpha,beta,0.05,0.25,6,129,50,0.1,0.01,0.1814392193657284,0.2149568113358508,34.60409044751054,2.7674704617411473e-07,True,True,True,1.8869467905828343,1.8872141862878689,1.8872160098313775,0.3481932252050131,0.34809835876402684,0.3480980565895971,0.00010298773402557301,4.6837739869355444e-07,3.309743646440211e-05,6.183704499562737e-07,False,False,False
binary,alpha,beta,0.05,0.25,7,130,50,0.1,0.01,0.02,2.9051537459351637,33.54397272547959,8.282276024118573,True,True,True,0.0022830706313930367,0.0025341841557101072,0.002529279988048056,6.248637831862757,6.203610952536259,6.204450828186727,0.000668892952529529,3.1981368903210883e-06,0.05154119950513092,-0.0009701380689577377,False,False,False
binary,alpha,beta,0.05,0.25,8,131,50,0.1,0.01,0.28106205966067255,0.3720734558587164,34.39257076593033,1.281441711631106e-07,True,True,True,3.6068582425505853,3.607031758890876,3.6070313900009667,0.6066299844820108,0.6066168130542131,0.606616875170428,3.4260470843615426e-05,4.8591515550801667e-08,3.291125619853119e-05,-3.0755728630538215e-08,False,False,False
binary,alpha,beta,0.05,0.25,9,132,50,0.1,0.01,0.02,0.1,34.72560366817051,2.2078314494232196,False,False,False,-25.90762195710868,-25.9053104221463,-25.905325624513708,inf,inf,inf,0.00013587798662895067,5.157249581905373e-07,nan,nan,False,False,True
binary,alpha,beta,0.05,0.25,10,133,50,0.1,0.01,0.98,0.1,34.67150033332031,0.292393377443016,True,True,True,0.7938286645489576,0.7936621031753435,0.7936619111606925,0.9886074858622842,0.9886999127534547,0.9887000461499564,4.015952102626225e-05,1.0514941466657323e-07,-0.00010352028748883413,-8.835664289108536e-08,False,False,False
binary,alpha,beta,0.05,0.25,11,134,50,0.1,0.01,0.02,0.1,34.70807487402857,1.0321241839494262,False,False,False,-31.678900529201513,-31.684714658950327,-31.68470353937171,inf,inf,inf,0.00018505851954485626,3.9188884280970217e-07,nan,nan,False,False,True
binary,alpha,beta,0.05,0.25,12,135,50,0.1,0.01,0.02,0.1,34.72406325467212,1.8776940766003278,False,False,False,-36.87262325762487,-36.87626603005941,-36.87625970801423,inf,inf,inf,0.0001008120398189919,1.6565948966564636e-07,nan,nan,False,False,True
binary,alpha,beta,0.05,0.25,13,136,50,0.1,0.01,0.02,0.1,34.69958342451536,1.0053041363581579,False,False,False,-7.233062984775312,-7.232009682479613,-7.23201183575154,inf,inf,inf,0.00011779567271722644,2.9101888075777e-07,nan,nan,False,False,True
binary,alpha,beta,0.05,0.25,14,137,50,0.1,0.01,0.06055855468965913,0.7857936458330571,34.301941662980084,8.788928253162696e-08,True,True,True,0.5997819858579531,0.599996568739959,0.5999953268103848,2.156385680522809,2.156333917368937,2.156334401421334,0.0002390875514510919,9.685536546027221e-07,0.0002965970065105239,-1.5126106873708522e-06,False,False,False
binary,alpha,beta,0.05,0.25,15,138,50,0.1,0.01,0.02,0.1,34.69781152131931,0.7465044875434732,False,False,False,-12.837172093157482,-12.837541898508231,-12.837544442089747,inf,inf,inf,3.6941014744027435e-05,1.8119549694762716e-07,nan,nan,False,False,True
binary,alpha,beta,0.05,0.25,16,139,50,0.1,0.01,0.4763971952177879,0.9299288761550923,33.078942044092685,1.4566126083082054e-07,True,True,True,0.34636804955850625,0.3464326124680342,0.3464340679360877,1.2905173237943561,1.2904321408777741,1.2904304085325713,1.5149232953366316e-05,3.025921956813485e-07,9.051875589349834e-05,2.2068571290390082e-06,False,False,False
binary,alpha,beta,0.05,0.25,17,140,50,0.1,0.01,0.02,0.1,34.704396113257836,1.023359982737805,False,False,False,-18.340452614967653,-18.342031133047524,-18.342027949081487,inf,inf,inf,8.541698629151752e-05,1.8332837819635736e-07,nan,nan,False,False,True
binary,alpha,beta,0.05,0.25,18,141,50,0.1,0.01,0.51462604723083,0.1,34.714117090931744,0.6847571181405779,True,True,True,0.36929083162053206,0.3692914637377846,0.3692901627788227,0.9714356714688333,0.9714306542877332,0.9714320705273418,1.0100343106753483e-05,4.7158156798328176e-07,-5.95689041915648e-06,-1.89235153413847e-06,False,False,False
binary,alpha,beta,0.05,0.25,19,142,50,0.1,0.01,0.02,0.1,34.71863740985641,1.7135134611484748,False,False,False,-27.130502022335914,-27.13230471161384,-27.132300792080528,inf,inf,inf,6.455482613623331e-05,1.415816770885805e-07,nan,nan,False,False,True
