model,param1_name,param2_name,param1,param2,n_trials,sigma,prior_scale,n,original_pd_rate,fd_pd_rate,ad_pd_rate,original_numerical_failure_rate,fd_numerical_failure_rate,structural_laplace_failure_rate,median_original_ad_rel_error,median_fd_ad_rel_error,median_original_min_eig,median_fd_min_eig,median_ad_min_eig,median_original_log10_condition,median_fd_log10_condition,median_ad_log10_condition,median_abs_delta_loge_original_ad,median_abs_delta_loge_fd_ad
ces,alpha,rho,0.5,0.7,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,1.6777422831589133e-06,2.8175465390550123e-09,19.839913843428068,19.840008574844177,19.840008045920722,2.000781812930741,2.0007804828641467,2.0007805540191943,5.055325193126237e-06,8.262481543397371e-08
ces,alpha,rho,0.75,-0.7,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,2.16560472533122e-05,1.499567992721992e-08,7.799290971259539,7.799243681136584,7.799243805611167,2.3642503077817825,2.36425388418472,2.364254343415002,2.096463409273497e-05,1.4284038840628455e-07
ces,alpha,rho,0.75,-0.3,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,1.693874506090298e-05,1.2741572766357117e-08,9.93707364894301,9.937151780657683,9.937152240300044,2.2872232333583096,2.28722007149584,2.2872201851528837,2.9737752583969268e-05,3.1237315667453913e-07
ces,alpha,rho,0.75,-0.1,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,8.878542020864317e-06,1.2440746677595918e-08,9.426830431209154,9.426622168340506,9.426620689599954,2.26918225319231,2.2690233754018503,2.269022886164379,2.7706172264885254e-05,3.890618387458744e-07
ces,alpha,rho,0.75,0.3,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,4.400339145918382e-06,6.57380362293592e-09,8.491043832983888,8.49108105616514,8.491079932190726,2.297035767753427,2.2970270030194264,2.2970269498211353,2.660279054467196e-05,2.0810887235711562e-07
ces,alpha,rho,0.75,0.7,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,1.1182159007924538e-06,3.282812339028361e-09,8.619163764974449,8.619292566449493,8.619293804648182,2.277047064901615,2.277049221551955,2.277049332055232,8.042228316185174e-06,1.0411802264798098e-07
ces,alpha,rho,0.95,-0.7,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,4.308781845604544e-05,3.056355332606322e-08,1.2107986212611155,1.214946661352703,1.2151584555423902,3.4217659349288887,3.4218901921082114,3.421890634509423,0.0002523651239911,1.4467371904913762e-06
ces,alpha,rho,0.95,-0.3,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,2.0659616209474194e-05,1.6464517161771226e-08,0.9784420514991887,0.978115686471457,0.9781169540223629,3.321737177965883,3.3223482044946415,3.3223554402455875,0.00015864313207455,1.6332468675273049e-06
ces,alpha,rho,0.95,-0.1,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,1.5669218986458316e-05,1.6393328966831042e-08,0.8715912391076235,0.8713872114930546,0.8713954977348891,3.3965060573027896,3.3963076525937654,3.39630956405938,0.0001679657142936,1.5443864036512878e-06
ces,alpha,rho,0.95,0.3,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,3.8080855740724853e-06,5.33404299313398e-09,1.0049830493973084,1.0039001336165874,1.0038824028844318,3.369247628118001,3.369327940181938,3.369328223050948,0.00021781615206959998,1.3447153115464516e-06
ces,alpha,rho,0.95,0.7,50,0.1,0.1,20,1.0,1.0,1.0,0.0,0.0,0.0,2.7070797937462184e-06,4.124495274786554e-09,1.0582032483933537,1.059315988288234,1.0593002819468615,3.271297490054224,3.2712488878941635,3.2712493834416176,7.87408784042043e-05,1.4017400538079983e-06
