model,seed,n_trials,optimization_method,objective_map,gradient_norm_map_fd,optimization_seconds,n_polish_steps,ad_polish_objective,ad_polish_seconds,ad_polish_gradient_norm,ad_polish_n_steps,gn_minus_ad_polish_objective,theta_true,theta_map,numpy_jax_objective_abs_error_map,numpy_jax_objective_abs_error_probe,ad_gradient_norm_probe,grad_h001_rel_error,grad_h0001_rel_error,grad_h00001_rel_error,grad_h000001_rel_error,grad_h0000001_rel_error,gn_ad_rel_fro_error,fd_ad_rel_fro_error,original_ad_rel_fro_error,original_fd_rel_fro_error,gn_logdet,original_logdet,fd_logdet,ad_logdet,gn_min_eig,original_min_eig,fd_min_eig,ad_min_eig,original_is_pd,fd_h001_rel_error,fd_h0001_rel_error,fd_h00001_rel_error,fd_h000001_rel_error,fd_h001_seconds,fd_h0001_seconds,fd_h00001_seconds,fd_h000001_seconds,ad_hessian_seconds,laplace_logevidence_gn,laplace_logevidence_original,laplace_logevidence_fd,laplace_logevidence_ad,laplace_gn_minus_ad,laplace_original_minus_ad,laplace_original_minus_fd,laplace_fd_minus_ad
binary,123,250,lbfgsb+gn,126.78382637869288,1.9750971550653646e-06,0.4173891249993176,1,126.78382637869288,1.2128389999998035,3.99066479482014e-07,1,0.0,[0.35 3.  ],[0.272888 2.801206],4.263256414560601e-14,0.0,11.73918402197137,1.3448190618329597e-06,1.3446751568704942e-08,1.9986960291893326e-10,3.1044021153222777e-10,1.4336845856311672e-08,0.5850542230920208,3.833375268448268e-08,7.664018181290357e-06,7.631476798344462e-06,7.408841493214429,6.800726147752375,6.800723097698435,6.80072298851284,8.643098272049134,7.414520435337496,7.414551368539877,7.4145508358653505,True,7.225483455832145e-07,3.833375268448268e-08,3.3318890654401677e-06,0.0006524632431473002,0.015447583002242027,0.015275040997948963,0.015528333002293948,0.015546916998573579,0.3987547920005454,-128.65037005889076,-128.34631238615972,-128.34631086113274,-128.34631080653995,-0.304059252350811,-1.5796197772033338e-06,-1.5250269882471912e-06,-5.459278895614261e-08
binary,124,250,lbfgsb+gn,94.8858887362241,1.2933416681170697e-07,0.3369117500005814,1,94.88588873622412,1.1247512500012817,2.3316314028140372e-06,0,-1.4210854715202004e-14,[0.35 3.  ],[0.382357 3.074419],1.4210854715202004e-14,0.0,15.764935289187333,1.5216366008021603e-06,1.5210713245957616e-08,2.068260870336384e-10,5.637594576278957e-10,4.036481410648186e-09,0.23848390852919585,8.105774128574392e-09,1.4444697037717363e-05,1.445190924283449e-05,7.489222892581632,7.251075807343129,7.251103491760649,7.25110341544327,9.237213450641876,9.017343915002144,9.017463663110025,9.017463038633952,True,1.1483268471474663e-06,8.105774128574392e-09,1.0389370806653227e-06,0.00024367031679341057,0.01565895800013095,0.01570983399869874,0.016000125000573462,0.015601999999489635,0.408721499999956,-96.79262311610557,-96.67354957348633,-96.67356341569509,-96.6735633775364,-0.1190597385691774,1.3804050070120866e-05,1.3842208758774177e-05,-3.81586886533114e-08
binary,125,250,lbfgsb+gn,114.86035788654179,5.293821123293461e-07,0.2917775830028404,1,114.86035788654179,1.1322276669998246,7.105427357601002e-09,1,0.0,[0.35 3.  ],[0.486629 2.774382],2.842170943040401e-14,0.0,14.334756621359398,5.460506289015984e-07,5.46086697741371e-09,5.079573393479237e-11,1.8965682428978964e-10,5.982113266290069e-09,0.0443806611783216,1.4454144948575104e-08,3.4737439433927503e-06,3.4838859601587756e-06,7.279127985715089,7.221813469605628,7.221855182302887,7.221855075645402,9.156004324688453,9.023046512310888,9.02341143274199,9.023410588845863,True,2.2465982925455994e-07,1.4454144948575104e-08,2.2735364728541934e-06,0.00020453349199288067,0.01568629200119176,0.01549945800070418,0.01520354199965368,0.015405707999889273,0.4508088750008028,-116.66204481298999,-116.63338755493525,-116.63340841128388,-116.63340835795515,-0.028636455034842356,2.0803019893378405e-05,2.085634862680763e-05,-5.3328733429225395e-08
binary,126,250,lbfgsb+gn,121.83629640414897,3.184711722495076e-08,0.35222224999961327,1,121.83629640414895,1.28174329200192,7.971103733184449e-07,0,1.4210854715202004e-14,[0.35 3.  ],[0.373254 2.472622],0.0,0.0,17.435888404214175,4.511767379046691e-07,4.517421606453275e-09,9.4788757169939e-11,8.185796928309396e-10,1.7122740617764645e-09,0.02502287391915078,2.1436226025166133e-08,1.859425447119041e-05,1.8614220848151597e-05,7.258314452439121,7.273381382639039,7.273445817621086,7.2734458373254895,10.318398486694182,10.659757952138335,10.660252779910229,10.660253216346515,True,2.6733530701662784e-06,2.1436226025166133e-08,1.5284988609570466e-06,0.0001484150289625832,0.015694124998844927,0.015544584002782358,0.015734041000541765,0.015371834000688978,0.40875320799750625,-123.62757656395918,-123.63511002905913,-123.63514224655016,-123.63514225640236,0.007565692443179728,3.222734322605447e-05,3.2217491025221534e-05,9.852200832938252e-09
binary,127,250,lbfgsb+gn,104.3261454887267,1.7316841407445142e-07,0.31587766699885833,0,104.32614548872671,1.1519894170014595,5.494063371198307e-07,0,-1.4210854715202004e-14,[0.35 3.  ],[0.45612  2.831602],1.4210854715202004e-14,1.4210854715202004e-14,16.264697885472337,5.485541783635588e-07,5.482882274241063e-09,7.824508726761706e-11,4.685501173066895e-10,6.5758550391284816e-09,0.3943546077479037,7.753426622362223e-08,5.722516579580022e-06,5.7644511644341255e-06,7.05041706624319,6.710126288024374,6.710159895680219,6.71015975516028,9.830768690668975,9.765767265020541,9.766065142044525,9.766064526565799,True,1.7685352994978058e-06,7.753426622362223e-08,5.871151169423199e-06,0.0006478059950778197,0.01537179200022365,0.015910541002085665,0.015609915997629287,0.015254458001436433,0.4193208329998015,-106.01347695543895,-105.84333156632954,-105.84334837015746,-105.84334829989749,-0.17012865554146117,1.6733567946403127e-05,1.6803827918465686e-05,-7.025997206255852e-08
binary,128,250,lbfgsb+gn,123.6132899948524,8.669638583426869e-07,0.3643122499997844,0,123.61328999485241,1.1327147919982963,2.704870860725613e-09,1,-1.4210854715202004e-14,[0.35 3.  ],[0.395982 2.626901],1.4210854715202004e-14,2.842170943040401e-14,14.799235082970235,1.0848395316310433e-06,1.0854265051600846e-08,2.2502605184830727e-10,4.698419529583084e-10,2.335555956118864e-09,0.44060610412996354,1.31882433249738e-08,1.2456188015382898e-05,1.244457356821353e-05,7.360203445087434,6.954306223082617,6.954319261678919,6.954319211605602,9.645706825654825,9.196372290585444,9.19660446528478,9.19660412162845,True,9.301466279605118e-07,1.31882433249738e-08,4.352642272128067e-06,0.0003726099795586913,0.015300499999284511,0.01570795799852931,0.01550808399770176,0.015335957999923266,0.4183871659988654,-125.45551465098676,-125.25256603998436,-125.25257255928251,-125.25257253424584,-0.202942116740914,6.494261484135677e-06,6.519298153762065e-06,-2.5036669626388175e-08
binary,129,250,lbfgsb+gn,122.81800932618823,4.689582056016661e-07,0.33771545799754676,1,122.81800932618822,1.2025917080027284,9.950983939595746e-07,0,1.4210854715202004e-14,[0.35 3.  ],[0.303668 2.73753 ],1.4210854715202004e-14,2.842170943040401e-14,13.588349046867489,6.310229803443442e-07,6.3233733435915825e-09,8.903782321722116e-11,6.311350200426123e-10,5.6921633519246364e-09,0.29853828629907797,6.105926951543338e-08,4.844941081239961e-05,4.851039714248286e-05,7.213599034211608,6.975148183576652,6.975218760112582,6.975218717687947,7.965616088783709,8.127417876735578,8.127600841914575,8.1276009895728,True,5.316319593853908e-06,6.105926951543338e-08,2.2573304023593953e-07,0.00022661726223383851,0.01578562500071712,0.015536040998995304,0.015569084000162547,0.015548999999737134,0.41027754099923186,-124.58693177688468,-124.46770635156722,-124.46774163983517,-124.46774161862285,-0.11919015826182999,3.5267055636722944e-05,3.528826795218265e-05,-2.1212315459706588e-08
binary,130,250,lbfgsb+gn,96.5277094362452,1.8439380083844696e-07,0.3864072920005128,0,96.52770943624522,1.1455232919979608,7.463380636127716e-09,1,-1.4210854715202004e-14,[0.35 3.  ],[0.285236 3.111466],0.0,1.4210854715202004e-14,15.90551232592456,5.995597465313198e-07,5.9891879566488185e-09,6.286773973094485e-11,7.161392595231751e-10,1.967992246740528e-09,0.19697811254219633,5.659708021696109e-08,3.6748187005249395e-05,3.680475819998441e-05,7.289114357108316,7.543050510608509,7.543099626621605,7.543099543776883,8.690169301422547,8.994427429959114,8.994538820748437,8.994538582301702,True,3.716566289155236e-06,5.659708021696109e-08,2.520014854656294e-06,0.00024044816296133685,0.015558292001514928,0.01636375000089174,0.015608666999469278,0.01572366599793895,0.46730366699921433,-98.33438954839,-98.46135762514011,-98.46138218314665,-98.4613821417243,0.12699259333429325,2.45165841903372e-05,2.4558006543884403e-05,-4.1422353547204693e-08
binary,131,250,lbfgsb+gn,101.58227782648545,1.1646672812358297e-06,0.32178429099803907,1,101.58227782648545,1.1733416659990326,3.6664269102399943e-07,0,0.0,[0.35 3.  ],[0.362255 3.705955],0.0,1.4210854715202004e-14,15.358690155230626,3.3743591498828347e-06,3.3743897384967956e-08,3.4304350704797335e-10,3.4706879391008566e-10,3.4706879391008566e-10,0.0884140614106795,1.7715021060896938e-08,2.7204479170146482e-05,2.7222187643787452e-05,7.261560023674672,7.26863559453916,7.268685225052321,7.2686851853915275,6.185951486136496,5.679867833901803,5.6799954109526825,5.6799952862095475,True,8.220794710998024e-07,1.7715021060896938e-08,9.329674392086855e-07,0.00012524276511121583,0.01605550000022049,0.01571904199954588,0.015585125001962297,0.015502915997785749,0.4031623330010916,-103.37518077191343,-103.37871855734568,-103.37874337260226,-103.37874335277186,0.0035625808584285323,2.4795426185164615e-05,2.4815256580268397e-05,-1.9830395103781484e-08
binary,132,250,lbfgsb+gn,104.53148915096328,1.4900518064157658e-07,0.3077120420020947,1,104.5314891509633,1.2556857500021579,2.464189558439204e-09,1,-1.4210854715202004e-14,[0.35 3.  ],[0.492262 2.883474],0.0,0.0,15.205824966302002,3.895064455462103e-07,3.894262971304796e-09,1.2085878046533453e-11,7.842015887756831e-10,2.699732892156797e-09,0.20771374573342308,5.940749602463277e-08,8.762309009927821e-06,8.819841036642683e-06,7.054678206481533,6.923880693534995,6.923920025302101,6.923919918839325,8.65207260742459,9.128920086214542,9.129201789746006,9.129201359302405,True,8.905682563226445e-07,5.940749602463277e-08,5.685777875043339e-06,0.0003862189431720932,0.015528416002780432,0.01546829200015054,0.01575162500012084,0.015466542001377093,0.42695904200081713,-106.2209511877947,-106.15555243132142,-106.15557209720498,-106.15557204397359,-0.06537914382110444,1.961265216721131e-05,1.9665883556285735e-05,-5.323138907442626e-08
binary,133,250,lbfgsb+gn,117.78023838260975,1.0400581117595404e-06,0.42724237500078743,0,117.78023838260974,1.157304958000168,0.0,1,1.4210854715202004e-14,[0.35 3.  ],[0.473346 2.898826],1.4210854715202004e-14,2.842170943040401e-14,14.404811134000019,5.012688776750496e-07,5.022511572309681e-09,9.679138756061993e-11,3.882143728071865e-10,4.174346343878119e-09,0.031075683680499924,7.1257701290339625e-09,1.0220309541164814e-05,1.0227295237459352e-05,7.523072278741768,7.533223065848148,7.53323314525465,7.5332331098489655,8.135222021247769,7.972464896944453,7.972466153576848,7.972465927335446,True,4.378979848135907e-07,7.1257701290339625e-09,1.4910961753276444e-06,5.4768516600215074e-05,0.015101332999620354,0.01616291600294062,0.01588804099810659,0.01582599999892409,0.43108712500179536,-119.7038974555713,-119.70897284912448,-119.70897788882773,-119.70897787112489,0.005080415553592843,5.022000408416716e-06,5.03970325382852e-06,-1.7702845411804446e-08
binary,134,250,lbfgsb+gn,113.36816420485135,5.367460750251595e-08,0.2954503750006552,1,113.36816420485137,1.1621263749984792,9.194832461092882e-07,0,-1.4210854715202004e-14,[0.35 3.  ],[0.48371  2.884848],0.0,1.4210854715202004e-14,13.363617641701614,3.766861911170561e-07,3.765949609882953e-09,3.4290667248613e-11,3.0433831856905723e-10,2.3034187977826393e-09,0.13528284688811068,8.145358769517284e-09,5.291595607634346e-06,5.29971925141518e-06,7.083922419524394,7.356008899436965,7.356050520235591,7.356050463249974,6.998326400667004,7.945806038929674,7.946097652463935,7.94609726127934,True,1.7242762442892446e-07,8.145358769517284e-09,2.1990002521265693e-06,0.0001657149628061359,0.015410209001856856,0.015404625002702232,0.015512459001911338,0.01580137500059209,0.42290479199800757,-115.0722483482042,-115.20829158816049,-115.2083123985598,-115.20831237006699,0.13606402186279354,2.078190649967837e-05,2.0810399306014915e-05,-2.8492806336544163e-08
binary,135,250,lbfgsb+gn,116.3401489500999,1.2106262209030812e-07,0.34071741700245184,1,116.3401489500999,1.3246929590022773,0.0,1,0.0,[0.35 3.  ],[0.25819 2.63612],1.4210854715202004e-14,0.0,16.388640559335226,8.232875533458022e-07,8.230227444415367e-09,2.041446194785905e-11,4.0909822354221253e-10,3.2942662159081436e-09,0.12309895675577301,7.305843486140482e-08,6.070052235167888e-05,6.0773474568710354e-05,7.5576194024297685,7.421790484629627,7.421861190377725,7.421861088515224,10.905100936558355,10.682778699450532,10.682888412327777,10.682888094128066,True,6.090615231606207e-06,7.305843486140482e-08,9.815778672122732e-07,0.00016002323192725325,0.015025958000478568,0.01628349999737111,0.015607624998665415,0.015672790999815334,0.41817525000078604,-118.28108158490544,-118.21316712600537,-118.21320247887941,-118.21320242794816,-0.0678791569572752,3.530194278766885e-05,3.535287403622078e-05,-5.0931248551933095e-08
binary,136,250,lbfgsb+gn,104.26602150472763,1.6994505226853078e-06,0.3128146250019199,1,104.26602150472763,1.135958083999867,2.250263039218911e-09,1,0.0,[0.35 3.  ],[0.366599 3.157599],1.4210854715202004e-14,0.0,11.763707112963674,8.818339815040602e-07,8.82037418997403e-09,1.0905136065725734e-10,9.453568142546653e-10,1.7675563219057863e-09,0.5276212431665277,4.804169710395892e-08,3.47007498091192e-06,3.424314646081282e-06,7.510152066520445,7.007190034245239,7.007179055578554,7.0071789551372206,8.10127602834893,7.478062135366033,7.478005138577264,7.478004743336976,True,1.1612065055296054e-06,4.804169710395892e-08,2.386045193516022e-06,0.00033526297521704554,0.01523987499967916,0.015326708002248779,0.015485625001019798,0.015547167000477202,0.5333767919983075,-106.18322047157851,-105.9317394554409,-105.93173396610756,-105.9317339158869,-0.2514865556916135,-5.5395540101699225e-06,-5.489333346986314e-06,-5.022066318360885e-08
binary,137,250,lbfgsb+gn,122.40409884130239,1.424409739773451e-06,0.3678037089994177,0,122.40409884130237,1.2015314999989641,5.800942894005628e-07,0,1.4210854715202004e-14,[0.35 3.  ],[0.347664 2.754775],2.842170943040401e-14,0.0,12.814502619569872,8.274599370987813e-07,8.271625249462506e-09,1.6603995620137128e-10,1.822403350793232e-09,1.2022192116557385e-08,0.006388823794491124,4.966425009411455e-08,4.330175922813214e-05,4.335120710968157e-05,7.478467769828747,7.431078450725787,7.431135213738848,7.431135092054244,9.040631339133615,8.60293051555121,8.60304802087936,8.603047392911611,True,3.3594494459256216e-06,4.966425009411455e-08,1.6035513419520493e-06,0.0001879966574650805,0.015593125001032604,0.015662208999856375,0.015561707998131169,0.015533707999566104,0.435160334000102,-124.30545565980741,-124.28176100025593,-124.28178938176247,-124.28178932092015,-0.02366633888725289,2.8320664227976522e-05,2.8381506538721624e-05,-6.084231074510171e-08
binary,138,250,lbfgsb+gn,96.78717216154347,8.495553071183601e-07,0.36206445900097606,1,96.78717216154348,1.2232445419977012,0.0,1,-1.4210854715202004e-14,[0.35 3.  ],[0.326264 3.339646],1.4210854715202004e-14,1.4210854715202004e-14,13.13405911010864,5.468733580828538e-07,5.473449095870412e-09,3.6481721823866705e-11,3.450125711140668e-10,4.424694093799148e-09,0.18950307682748568,4.2461555426047164e-08,1.2560432117601316e-05,1.2602613111286478e-05,7.347316982475091,7.034536428640698,7.034587181658388,7.034587106280531,8.431103951845657,7.322549625062466,7.322829865939279,7.3228296243628055,True,1.7092917977427214e-06,4.2461555426047164e-08,3.154941644652146e-06,0.00027340684151377855,0.015598624999256572,0.01576941700113821,0.015677583000069717,0.01574054199954844,0.4372059579982306,-98.62295358637166,-98.46656330945447,-98.46658868596332,-98.46658864827438,-0.15636493809728336,2.5338819909848098e-05,2.5376508844487944e-05,-3.7688934639845684e-08
binary,139,250,lbfgsb+gn,110.01142174981284,7.72073470162873e-07,0.28859333299988066,1,110.01142174981283,1.2051236250008515,3.5483288878377245e-07,1,1.4210854715202004e-14,[0.35 3.  ],[0.347042 3.094893],1.4210854715202004e-14,1.4210854715202004e-14,12.753727660502832,2.5458384331209354e-06,2.5460714486809807e-08,2.6451604107463745e-10,2.353212598308187e-10,9.180539872074436e-09,0.18708727883412435,2.4323586270331462e-08,4.6269637301773786e-05,4.629391509076839e-05,7.274708565263445,7.402052443463605,7.402054627702092,7.402054624820629,8.503480759352739,7.8684835665084405,7.8681396281662614,7.868139796419706,True,2.601890358060012e-06,2.4323586270331462e-08,2.2753204961879573e-07,2.766613613251829e-05,0.015594624997902429,0.015535417001956375,0.015465667001990369,0.015091125002072658,0.4236940409973613,-111.81089896603521,-111.8745709051353,-111.87457199725453,-111.87457199581381,0.06367302977859879,1.0906785092856808e-06,1.0921192341584174e-06,-1.4407248727366095e-09
