model,seed,n_trials,optimization_method,objective_map,gradient_norm_map_fd,optimization_seconds,n_polish_steps,ad_polish_objective,ad_polish_seconds,ad_polish_gradient_norm,ad_polish_n_steps,gn_minus_ad_polish_objective,theta_true,theta_map,numpy_jax_objective_abs_error_map,numpy_jax_objective_abs_error_probe,ad_gradient_norm_probe,grad_h001_rel_error,grad_h0001_rel_error,grad_h00001_rel_error,grad_h000001_rel_error,grad_h0000001_rel_error,gn_ad_rel_fro_error,fd_ad_rel_fro_error,original_ad_rel_fro_error,original_fd_rel_fro_error,gn_logdet,original_logdet,fd_logdet,ad_logdet,gn_min_eig,original_min_eig,fd_min_eig,ad_min_eig,original_is_pd,fd_h001_rel_error,fd_h0001_rel_error,fd_h00001_rel_error,fd_h000001_rel_error,fd_h001_seconds,fd_h0001_seconds,fd_h00001_seconds,fd_h000001_seconds,ad_hessian_seconds,laplace_logevidence_gn,laplace_logevidence_original,laplace_logevidence_fd,laplace_logevidence_ad,laplace_gn_minus_ad,laplace_original_minus_ad,laplace_original_minus_fd,laplace_fd_minus_ad
binary,140,250,lbfgsb+gn,114.68484204628903,9.097165084699742e-07,0.3231923339990317,1,114.68484204628903,1.1735662920000323,2.510954846378253e-09,1,0.0,[0.35 3.  ],[0.275    2.829771],1.4210854715202004e-14,1.4210854715202004e-14,14.079161983782429,3.4418427538416417e-07,3.4432611564036372e-09,7.147859030914442e-11,5.705291848644748e-10,3.1525070193713674e-09,0.3842451676366997,2.9060393417544034e-08,2.4010582933888374e-05,2.4039620260748502e-05,7.559438931098876,7.2089577339139,7.2090119996514055,7.209011952659328,9.308835618274557,9.07652444443575,9.076801024880115,9.076800860077466,True,2.597386708997571e-06,2.9060393417544034e-08,8.671851799761343e-07,9.647420371393319e-05,0.015121790998819051,0.015830291999009205,0.01531549999708659,0.01554345900149201,0.42568916700111004,-116.62668444542912,-116.45144384683664,-116.45147097970539,-116.45147095620935,-0.17521348921977165,2.7109372709333002e-05,2.7132868751778005e-05,-2.3496042445003695e-08
binary,141,250,lbfgsb+gn,112.95852099624214,1.8950611762771897e-07,0.34298924999893643,0,112.95852099624214,1.2657010420007282,1.5276758108596704e-06,0,0.0,[0.35 3.  ],[0.329748 2.720755],1.4210854715202004e-14,0.0,17.785985637067004,1.570526635844473e-06,1.5706190702720304e-08,9.890374073142502e-11,2.0951680144154986e-10,5.729264773643662e-09,0.20871618297974126,3.2204111135655676e-08,3.487424371989564e-05,3.490638622756416e-05,7.525432244103836,7.722382213042524,7.7224618752488645,7.722461832167518,11.380277048159359,10.979309305618422,10.979801470118641,10.979801349955833,True,2.0252629023498024e-06,3.2204111135655676e-08,3.547607922824573e-07,4.599203167222362e-05,0.01521475000117789,0.015571957999782171,0.01583658299932722,0.015882499999861466,0.5049092909976025,-114.88336005188471,-114.98183503635406,-114.98187486745722,-114.98187484591655,0.09851479403184271,3.9809562494497186e-05,3.983110316596594e-05,-2.1540671468756045e-08
binary,142,250,lbfgsb+gn,114.79976690185624,3.8467455148866983e-07,0.311535749999166,1,114.79976690185624,1.1633112919989799,7.813990759316641e-07,0,0.0,[0.35 3.  ],[0.437623 2.846157],1.4210854715202004e-14,0.0,13.459701059380993,1.650346485873255e-06,1.6499372738054675e-08,2.1328095221565094e-10,4.072966012617213e-10,8.858671366837484e-10,0.15465838948691515,1.39622834421221e-09,1.6360292338257062e-05,1.636025917192831e-05,7.129383823476626,7.3018635372502665,7.301945436657137,7.301945433975467,8.3920514129265,8.455054457446256,8.455614300924866,8.45561427519827,True,1.7502639469695024e-07,1.39622834421221e-09,5.864822601517552e-07,6.0202397011945404e-05,0.015210459001536947,0.015582042000460206,0.015482042002986418,0.015167583002039464,0.4169388340014848,-116.5265817471852,-116.61282160407202,-116.61286255377547,-116.61286255243463,0.08628080524943016,4.09483626100382e-05,4.0949703446813146e-05,-1.3408367749434547e-09
categorical,123,250,lbfgsb+gn,219.30162263821654,5.260044361789488e-07,0.35389666599803604,1,219.30162263821654,1.2873588330003258,5.802573019702229e-07,0,0.0,[0.35 3.  ],[0.385576 2.918953],2.842170943040401e-14,2.842170943040401e-14,11.989803883822669,3.350959381780031e-06,3.351434352319919e-08,3.8678714440555566e-10,1.191619204943307e-09,1.0835945057938214e-08,0.11648103186819465,1.077321878584923e-08,1.4742279533647057e-05,1.4753028146879004e-05,7.768980476403977,7.973764129946945,7.973833265122286,7.973833237670854,7.014247025951507,7.608018474761587,7.6084356743749595,7.60843554401837,True,3.5702877175693734e-07,1.077321878584923e-08,1.7936940448942608e-06,0.00019726503072049298,0.015617832999851089,0.01521212499937974,0.015572874999634223,0.015240749999065883,0.4425199999968754,-221.3482358100092,-221.4506276367807,-221.45066220436834,-221.45066219064265,0.10242638063346021,3.455386195128085e-05,3.4567587647416076e-05,-1.3725696135225007e-08
categorical,124,250,lbfgsb+gn,193.50680999083215,9.958104074669505e-08,0.3177104589994997,1,193.50680999083215,1.1598265829998127,4.573016630728284e-09,1,0.0,[0.35 3.  ],[0.4189   3.107545],2.842170943040401e-14,0.0,15.679186488236311,1.6439976148719413e-06,1.6441069269839955e-08,2.741188609001824e-10,4.82893195613881e-10,1.7420515986680867e-09,0.096125678302368,2.383333026901655e-08,1.4425473619882425e-05,1.4448914814734109e-05,7.988198795245447,7.909593346958059,7.90969271565187,7.909692679148291,9.428249726532462,9.551836092426454,9.55265198902457,9.55265186506274,True,5.511516946787576e-07,2.383333026901655e-08,1.8216147992974162e-06,2.1515789080646818e-05,0.015334290997998323,0.015312499999708962,0.015118958002858562,0.01534370800072793,0.4330238750007993,-195.66303232204555,-195.62372959790184,-195.62377928224876,-195.62377926399697,-0.03925305804858681,4.966609512280229e-05,4.968434691932089e-05,-1.8251796518597985e-08
categorical,125,250,lbfgsb+gn,194.47520738276285,1.604288603251505e-07,0.3308969159988919,1,194.47520738276285,1.2719317090013647,4.509822313686728e-09,1,0.0,[0.35 3.  ],[0.354141 3.15109 ],0.0,0.0,17.61867557796854,2.036132033699921e-06,2.0362972144179996e-08,3.171409138948093e-10,1.8826943661081314e-10,5.176897808878176e-09,0.15490860745743323,2.441892406677438e-08,2.485194327743366e-05,2.487612755669778e-05,8.131164595662502,8.33397315158528,8.334061038696328,8.334060997846148,10.341207580417839,10.704951632944173,10.705631068233023,10.705630892024393,True,2.5741392319159553e-06,2.441892406677438e-08,3.3622349072887035e-07,4.907212640339887e-05,0.018004458001087187,0.015330541998991976,0.016180500002519693,0.015479249999771127,0.45830041600129334,-196.70291261418475,-196.80431689214615,-196.8043608357017,-196.8043608152766,0.10144820109184138,4.392313044832008e-05,4.3943555539271983e-05,-2.0425090951903258e-08
categorical,126,250,lbfgsb+gn,221.40089470736717,8.850548367446891e-07,0.3761493750025693,1,221.40089470736717,1.3162080830006744,1.4210854715202004e-08,1,0.0,[0.35 3.  ],[0.364336 2.880819],2.842170943040401e-14,5.684341886080802e-14,12.134020223202347,2.9169966841569086e-06,2.9167589477949238e-08,4.545280924636289e-10,4.0505466422399163e-10,5.70560085899359e-09,0.08814881243144483,2.0963579130469616e-08,1.8818918681658183e-05,1.883967312052632e-05,7.837040986945576,8.028843246616036,8.028826489226827,8.02882640982923,7.372030153668856,8.152850245166166,8.152566390221795,8.15256591055132,True,8.35503950245461e-07,2.0963579130469616e-08,1.1423947824795174e-06,0.00013669880445306868,0.015516291998210363,0.015248834002704825,0.015130167001188966,0.015110541997273685,0.4399700419999135,-223.48153813443062,-223.57743926426585,-223.57743088557126,-223.57743084587244,0.09589271144182021,-8.41839340637307e-06,-8.37869458791829e-06,-3.969881845478085e-08
categorical,127,250,lbfgsb+gn,207.20885305917494,6.146353211786503e-07,0.32109370800026227,1,207.20885305917497,1.1944492909969995,0.0,1,-2.842170943040401e-14,[0.35 3.  ],[0.535305 2.628061],0.0,0.0,21.124742378539324,4.0756057190570516e-07,4.084049854672415e-09,3.4269802191268815e-11,4.112127691242797e-10,8.129555186722383e-09,0.27404543874580295,6.213348733414957e-08,2.863302733798213e-06,2.884492489245808e-06,7.797055677043243,7.547303625541885,7.547309539911296,7.547309404307597,11.128604209500766,11.038969488370626,11.039028822498441,11.039028001762972,True,9.004158559459021e-07,6.213348733414957e-08,5.573988642967188e-06,0.0004940286309379251,0.015308999998524087,0.01532266700087348,0.015272209002432646,0.015164208998612594,0.43993604199931724,-209.26950383128724,-209.14462780553654,-209.14463076272125,-209.1446306949194,-0.1248731363678246,2.8893828698528523e-06,2.957184705110194e-06,-6.780183525734174e-08
categorical,128,250,lbfgsb+gn,225.72608886580022,7.105427357601002e-08,0.35528250000061234,1,225.72608886580022,1.2309647080001014,5.569721943131168e-09,1,0.0,[0.35 3.  ],[0.447741 2.551448],2.842170943040401e-14,2.842170943040401e-14,16.387218622795483,9.186836271103634e-07,9.183816690273076e-09,2.1629246245004457e-10,4.077339314952031e-10,1.0063591877443622e-08,0.06242251955923939,1.756977460144614e-08,1.0620523859671296e-05,1.0605407152705017e-05,7.6840817332529205,7.587421779791123,7.587356122517399,7.5873560819114925,9.241375732804368,8.877984239013836,8.877488140787431,8.877487933823753,True,1.2747615851951203e-07,1.756977460144614e-08,2.754614751234031e-07,0.00010646751235077501,0.015411791999213165,0.015689458999986527,0.015213624999887543,0.01577437499872758,0.46253495899873087,-227.73025266601735,-227.68192268928644,-227.6818898606496,-227.68188984034663,-0.04836282567072203,-3.2848939810037336e-05,-3.2828636847170856e-05,-2.030296286648081e-08
categorical,129,250,lbfgsb+gn,235.59447980196325,8.156682255404756e-07,0.34596945800149115,1,235.59447980196327,1.304135624999617,1.517547651698786e-08,1,-2.842170943040401e-14,[0.35 3.  ],[0.29424  2.669125],5.684341886080802e-14,2.842170943040401e-14,10.37397715724618,2.903474516764558e-06,2.9022020068216304e-08,2.890879773168111e-10,1.314054742054899e-09,1.315226850651736e-08,0.15852181013056196,4.3291598665680274e-08,2.8854469214055693e-05,2.889771828594718e-05,7.468424062646387,7.799094820258152,7.799213123173014,7.799212899027392,5.698526305724433,6.675075485856316,6.675674958403905,6.675673744739934,True,1.9027912377926914e-06,4.3291598665680274e-08,3.105980532340595e-06,0.00012927110964029581,0.015763040999445366,0.015594458000123268,0.01587837499755551,0.015790709003340453,0.4603178749966901,-237.4908147668771,-237.656150145683,-237.6562092971404,-237.6562091850676,0.16539441819051603,5.9039384609604895e-05,5.915145740686967e-05,-1.1207279726477282e-07
categorical,130,250,lbfgsb+gn,202.4267587159183,5.263828979438435e-07,0.37730787499822327,1,202.42675871591834,1.3502374160016188,1.9617030615103575e-06,0,-2.842170943040401e-14,[0.35 3.  ],[0.383155 2.873122],5.684341886080802e-14,0.0,16.615120544365766,9.74011598931234e-07,9.736445707655797e-09,1.4261687186376004e-10,4.091641392215471e-10,3.900063787483143e-09,0.0993861754447838,1.4877700916968186e-08,1.4572223631590854e-05,1.4587096094619323e-05,7.987909336665318,8.178284095944775,8.17834914079349,8.178349076685755,9.797273987773162,10.677074499771173,10.677622158809898,10.677621625388038,True,1.197333989310562e-06,1.4877700916968186e-08,5.598543422477594e-07,8.595538105347801e-05,0.015275500001735054,0.015214457998808939,0.015614084000844741,0.016113334000692703,0.4563617919993703,-204.58283631784164,-204.67802369748136,-204.67805621990573,-204.67805618785187,0.0952198700102258,3.249037050068182e-05,3.252242436246888e-05,-3.205386178706249e-08
categorical,131,250,lbfgsb+gn,202.74809396720994,1.2124182383535055e-07,0.3567513339985453,1,202.74809396720997,1.2145980000022973,1.1920075103608762e-06,0,-2.842170943040401e-14,[0.35 3.  ],[0.400198 3.485481],2.842170943040401e-14,0.0,9.343570736756995,7.819548416826112e-07,7.80866690532646e-09,1.1464365524865076e-10,1.5748562281511267e-09,3.1286052640622707e-09,0.4422688238165402,6.187561043816225e-08,1.3252988869053416e-05,1.3314603258578799e-05,7.771558987083315,7.4082178148677125,7.408311910967115,7.408311732629677,5.620926732653979,5.631697185851828,5.632152916606148,5.6321522575950596,True,2.8097855523677418e-06,6.187561043816225e-08,4.644821677699844e-07,4.801499231622796e-05,0.015539957999862963,0.015543249999609543,0.015620832997228717,0.015665000002627494,0.47576033400036977,-204.79599639434227,-204.61432580823447,-204.61437285628418,-204.61437276711544,-0.181623627226827,4.6958880972169936e-05,4.7048049708564577e-05,-8.916873639464029e-08
categorical,132,250,lbfgsb+gn,203.881448206745,7.675931712457195e-07,0.3325227499990433,1,203.881448206745,1.2565887080018001,4.939215395595144e-07,0,0.0,[0.35 3.  ],[0.289351 3.188793],0.0,0.0,16.519964230949082,5.061027220375316e-06,5.061108095678455e-08,3.898318722159687e-10,1.7690452259659025e-09,2.747440419578453e-09,0.19853972106415493,4.743253370106265e-08,5.8555891510257115e-05,5.860326135489196e-05,8.088747214298785,8.390701792569205,8.390709152639086,8.390709071927205,8.430098190519947,9.138254931485044,9.137791672616665,9.137791361731189,True,5.058982835866104e-06,4.743253370106265e-08,7.572365803874821e-08,3.7486006104217826e-05,0.015581415998894954,0.015475583000807092,0.01548404200002551,0.01548495799943339,0.44541291700079455,-206.08794474748507,-206.23892203662027,-206.23892571665522,-206.2389256762993,0.15098092881422076,3.639679022171549e-06,3.680034950548361e-06,-4.035592837681179e-08
categorical,133,250,lbfgsb+gn,241.33457534701282,2.41675770834568e-07,0.37085995899906266,1,241.33457534701282,1.2793313330003002,5.383419962798086e-07,1,0.0,[0.35 3.  ],[0.481081 2.140107],2.842170943040401e-14,2.842170943040401e-14,17.571351055234754,1.2996073090950643e-07,1.2987123523540337e-09,1.8636245706700267e-10,3.854394759265059e-10,1.5244678071383998e-08,0.08235954046653791,3.1852867335239284e-08,8.059964287684233e-06,8.090457783661651e-06,7.396931534042058,7.5692693674054095,7.569335171664677,7.569335082991271,8.431571300393234,9.194272528907543,9.19480717410961,9.194806640642346,True,7.135639533798617e-07,3.1852867335239284e-08,4.501330808588693e-06,0.0004332021983571412,0.015370250002888497,0.015318249999836553,0.015301916999305831,0.01524191699718358,0.46065708300011465,-243.1951640476245,-243.2813329643062,-243.28136586643583,-243.2813658220991,0.08620177447460264,3.285779291672952e-05,3.2902129646572575e-05,-4.4336729843053035e-08
categorical,134,250,lbfgsb+gn,213.4987670745511,1.8426158826916506e-06,0.3515966250015481,0,213.49876707455107,1.1978943750000326,1.5118595836158677e-08,1,2.842170943040401e-14,[0.35 3.  ],[0.409982 2.754148],2.842170943040401e-14,2.842170943040401e-14,16.276623238368984,5.000914483926245e-07,4.994820952364825e-09,1.0795658645242822e-10,7.598020083055264e-10,1.240002942678458e-08,0.09938984137066542,3.9380596551649573e-08,1.9872623326079377e-05,1.991177728871053e-05,7.808895209497663,7.799683222894494,7.7997748275144465,7.799774730404992,9.943537237114386,10.830478553232528,10.83125967274572,10.831259044895967,True,1.5908302211106891e-06,3.9380596551649573e-08,1.8616922579045383e-06,0.00010238028801908037,0.015926374999253312,0.015499500001169508,0.015907166001852602,0.01587075000134064,0.4486222919986176,-215.5653376128906,-215.560731619589,-215.560777421899,-215.56077737334425,-0.004560239546350431,4.575375524495939e-05,4.5802309983855594e-05,-4.8554738896200433e-08
categorical,135,250,lbfgsb+gn,214.29176936431375,4.344381455637426e-08,0.4080880410001555,1,214.29176936431378,1.1870503749996715,1.5109037913705053e-08,1,-2.842170943040401e-14,[0.35 3.  ],[0.34874  2.769214],2.842170943040401e-14,0.0,15.51813085792797,1.297534766416982e-06,1.2981185248582445e-08,2.2197638193060504e-10,1.2170685001256392e-09,1.4626813231572262e-10,0.035718403483456944,3.919998473144275e-08,3.280707816381288e-05,3.28460115240619e-05,8.021604049063331,7.9816871694980644,7.981699064970147,7.98169891486739,9.856643741125808,9.809459758326044,9.809264868281483,9.809263768335827,True,2.3924138934080772e-06,3.919998473144275e-08,2.7542101511534734e-06,0.00020387712760513294,0.01572087499880581,0.01578125000014552,0.015672458001063205,0.015166834000410745,0.44237654199969256,-216.4646943224361,-216.44473588265345,-216.4447418303895,-216.4447417553381,-0.019952567097988094,5.872684653240867e-06,5.9477360423443315e-06,-7.505138910346432e-08
categorical,136,250,lbfgsb+gn,209.9191203274431,2.389647970438283e-06,0.49525904199981596,0,209.91912032744312,1.2273408340006426,4.89177240712667e-09,1,-2.842170943040401e-14,[0.35 3.  ],[0.351445 2.905052],2.842170943040401e-14,0.0,14.158594544356363,2.143570951001989e-06,2.145310051471789e-08,8.124816670794518e-11,1.5964473692970667e-09,1.0868852058403306e-08,0.11720692570917796,9.17040008688435e-09,2.9469881089079935e-06,2.9421166140121686e-06,7.955274806844377,7.831407831843272,7.831437432475518,7.8314372526289695,8.61225108822599,8.498267470367496,8.498542111415249,8.49854064630061,True,1.2080618189070176e-06,9.17040008688435e-09,2.6291226819407757e-06,0.0003214964370053542,0.015633249997335952,0.015611957998771686,0.015566499998385552,0.015679959000408417,0.4445017090001784,-212.05888066445596,-211.9969471769554,-211.99696197727152,-211.99696188734825,-0.061918777107706546,1.4710392861161381e-05,1.480031613709798e-05,-8.992327593659866e-08
categorical,137,250,lbfgsb+gn,221.44401168422894,2.176569549071508e-06,0.39314958400063915,0,221.44401168422894,1.2002471249979862,0.0,1,0.0,[0.35 3.  ],[0.436904 2.697134],0.0,0.0,15.186071471484686,4.098218411449137e-07,4.098380848040181e-09,4.009342975795849e-11,8.785048061263127e-10,1.4969657397083988e-08,0.06072560397826104,1.6088547939367123e-08,7.777967365300513e-06,7.793931120046474e-06,7.853875489232873,7.753169904252201,7.753199458370515,7.753199334777679,8.923612904150236,8.55845771556769,8.5586492788899,8.558648345729607,True,7.979562667720247e-07,1.6088547939367123e-08,1.9217208313668343e-06,0.00013017471371966937,0.01524670800063177,0.015030874998046784,0.01508158300202922,0.015070792000187794,0.4413362919985957,-223.53307236243603,-223.48271956994571,-223.48273434700485,-223.48273428520844,-0.0503380772275932,1.4715262722120315e-05,1.477705913544014e-05,-6.179641331982566e-08
categorical,138,250,lbfgsb+gn,206.49891867679852,3.440710127991884e-06,0.3507952500003739,0,206.4989186767985,1.2258552910025173,2.766064031748887e-07,1,2.842170943040401e-14,[0.35 3.  ],[0.35438  3.037268],2.842170943040401e-14,2.842170943040401e-14,13.863675670366979,3.1093250793717153e-07,3.114234854516009e-09,6.880222440713633e-11,1.1787533963330967e-09,5.913319220561793e-09,0.21075571077442584,5.239656568997311e-08,9.964817424068957e-06,1.0012787052847215e-05,8.01079879135104,7.681590062954987,7.681550271229932,7.68155016245605,10.535402223333222,9.155569956910625,9.155126059378127,9.155125538229699,True,1.659527503336764e-06,5.239656568997311e-08,1.7095077117763212e-06,0.0003039149822923587,0.01595449999877019,0.015878041998803383,0.015677957999287173,0.0161732500018843,0.44470770900079515,-208.6664410060647,-208.50183664186667,-208.50181674600415,-208.50181669161722,-0.1646243144474795,-1.9950249452449498e-05,-1.989586252193476e-05,-5.4386930514738197e-08
categorical,139,250,lbfgsb+gn,207.41167791802994,2.9242476922282594e-06,0.35968045799745596,0,207.4116779180299,1.2375340409998898,1.1433688453374924e-07,0,2.842170943040401e-14,[0.35 3.  ],[0.42399  3.025255],0.0,2.842170943040401e-14,13.998857720762013,5.428366894056076e-07,5.431598940794648e-09,9.366036075301616e-11,1.2610162633346934e-09,7.151635644663459e-09,0.012996568753628571,2.194279703116833e-08,8.845848557596972e-06,8.867223384334715e-06,7.985501058088328,7.906133170874854,7.906195630938516,7.906195581122475,9.974398501750382,9.326865507027474,9.327370436790718,9.327370175072623,True,1.0119612553402563e-06,2.194279703116833e-08,3.0409016245273183e-07,0.00017867755853141147,0.015247916999214794,0.015637374999641906,0.0157447499987029,0.015757583001686726,0.44314804100213223,-209.56655138066478,-209.52686743705803,-209.52689866708985,-209.52689864218183,-0.039652738482942596,3.120512380405671e-05,3.123003182281536e-05,-2.490801875865145e-08
categorical,140,250,lbfgsb+gn,226.7404854520816,2.852632479125696e-07,0.3145738329985761,1,226.74048545208163,1.2467357499990612,9.58441729862141e-07,0,-2.842170943040401e-14,[0.35 3.  ],[0.392492 2.328858],5.684341886080802e-14,0.0,21.26171914334927,4.155200761126786e-08,4.162045368393308e-10,1.0873199275764256e-10,1.2482070018879972e-09,8.998771431705105e-09,0.23660297817049653,5.5117246530093166e-08,1.9952097181194073e-05,2.0005968626757727e-05,7.692348185686939,7.441433681536681,7.441539659933083,7.4415395322181634,10.478180345340677,10.046313714101187,10.047185626984652,10.047184879312006,True,1.5208698528116708e-06,5.5117246530093166e-08,5.906217193624883e-06,0.000467113403697114,0.015665957998862723,0.015573332999338163,0.01566912500129547,0.01521133400092367,0.44671645800190163,-228.74878247851575,-228.6233252264406,-228.6233782156388,-228.62337815178134,-0.1254043267344116,5.292534072509625e-05,5.298919819551884e-05,-6.385747042259027e-08
categorical,141,250,lbfgsb+gn,223.2296265478973,0.0,0.33757862499987823,1,223.2296265478973,1.2330925829992339,2.279007103817964e-06,0,0.0,[0.35 3.  ],[0.333252 2.660492],0.0,2.842170943040401e-14,14.718050213559994,9.499623033842152e-07,9.500092567498704e-09,9.946655683631454e-11,3.0740528074060705e-10,8.196522820978742e-09,0.0456393010360931,5.2972140924326455e-08,3.3094572315571527e-05,3.31474921252417e-05,7.893564436092223,7.849601225033918,7.849646478905827,7.849646351807552,9.98609662672329,9.99154294042223,9.991668917710568,9.991668169838698,True,2.2020056738010733e-06,5.2972140924326455e-08,2.393206240285868e-06,0.00019876900350329193,0.015624250001565088,0.015485792002436938,0.015438875001564156,0.015452042000106303,0.4535275000016554,-225.3385316995341,-225.31655009400492,-225.31657272094088,-225.31657265739176,-0.02195904214232769,2.2563386835372512e-05,2.2626935958669492e-05,-6.354912329697981e-08
categorical,142,250,lbfgsb+gn,235.41771169765343,3.1978176597586684e-07,0.32764837499780697,1,235.41771169765343,1.1949836669991782,0.0,1,0.0,[0.35 3.  ],[0.437923 2.322321],0.0,0.0,17.511776643319397,3.0387542492762116e-07,3.030290120603927e-09,7.716559258729008e-11,7.014530950111476e-10,3.2628554153205606e-09,0.18122205924807372,3.5534250510676474e-08,1.4281786178205343e-05,1.4316536394979286e-05,7.448200504733956,7.332417326507164,7.332507264121897,7.332507155192662,7.940737069681198,8.340171057320553,8.340820635552449,8.340820002032597,True,1.1026837227548439e-06,3.5534250510676474e-08,9.418213549528234e-07,0.0002142487806467905,0.015344834002462449,0.015473832998395665,0.015383833000669256,0.01543058400056907,0.5750324580003507,-237.30393488361108,-237.24604329449767,-237.24608826330504,-237.24608820884043,-0.05784667477064431,4.4914342765878246e-05,4.496880737292486e-05,-5.446460704661149e-08
ces,123,250,lbfgsb+gn,-205.6318264580548,9.303085867571673e-06,0.011915499999304302,1,-205.63182645805495,0.06293275000280119,7.105427357601002e-08,1,1.4210854715202004e-13,[0.6 0.3],[0.60799  0.335744],0.0,1.4210854715202004e-14,1231.019755856876,3.5907500228049145e-07,3.5900317785048143e-09,4.557311166133736e-11,2.6595940770101717e-10,2.911877205032938e-09,0.05039416443337585,1.685387752033796e-09,2.6801588953727087e-06,2.681014213135163e-06,13.504102717413668,13.555432269513119,13.55543600353316,13.555436149110676,80.07220470483273,87.0476608111696,87.04776500312965,87.04777775088988,True,1.2521169515804624e-07,1.685387752033796e-09,1.6147398435233884e-07,2.319761117824173e-05,0.0001673340011620894,0.00016325000251526944,0.00016087500262074172,0.0001604589997441508,0.02709258400136605,200.7176521657573,200.69198738970758,200.69198552269756,200.6919854499088,0.025666715848501553,1.9397987784941506e-06,1.8670100132567313e-06,7.278876523741928e-08
ces,124,250,lbfgsb+gn,-242.81352056102557,1.3518825751839324e-05,0.008736499999940861,1,-242.81352056102563,0.06002424999678624,2.2184095525277148e-05,1,5.684341886080802e-14,[0.6 0.3],[0.5984   0.328184],0.0,2.842170943040401e-14,1305.4378910595265,1.7267888847493743e-06,1.7266920064355855e-08,1.7263509125110828e-10,1.5996434572397332e-10,4.0384206203473495e-10,0.23434114805401646,3.378398582450199e-09,5.8488534670214705e-06,5.847365501379699e-06,12.93200630557697,13.567203113554754,13.567185784167743,13.56718578708072,58.32894554079453,84.29733589617081,84.29636763027813,84.2963680102364,True,3.19075641933624e-07,3.378398582450199e-09,2.2496949317620482e-07,1.006992520155508e-05,0.00023020899971015751,0.0001750839983287733,0.00016808399959700182,0.00016191699978662655,0.02716008299830719,238.18539447464642,237.86779607065753,237.86780473535103,237.86780473389453,0.3175897407518846,-8.66323699710847e-06,-8.66469349602994e-06,1.4564989214704838e-09
ces,125,250,lbfgsb+gn,-224.35079313302745,3.019965450003633e-06,0.010503707999305334,1,-224.35079313302734,0.058731999997689854,1.5696402069220398e-07,1,-1.1368683772161603e-13,[0.6 0.3],[0.61098  0.151862],0.0,0.0,1299.1244993098999,2.299591929969984e-06,2.299454104862767e-08,2.2606051932479747e-10,1.3993619410139634e-10,1.2934960008202086e-09,0.11907462811479536,1.1256824891752189e-08,6.3669599902951945e-06,6.357285662465297e-06,13.275044408378609,13.560005085170204,13.559975830222138,13.559975405308117,72.46089525927975,84.87866300376103,84.87671890391807,84.87668366177965,True,4.0301084730845987e-07,1.1256824891752189e-08,5.108284747424568e-07,7.458248117540295e-05,0.0001759590013534762,0.00016683300054864958,0.0001644590010982938,0.00016458299796795473,0.026433500002895016,219.55114799524748,219.4086676568517,219.40868228432572,219.40868249678272,0.14246549846475887,-1.4839931026244813e-05,-1.4627474030248777e-05,-2.124569959960354e-07
ces,126,250,lbfgsb+gn,-229.20516382242195,1.1895334282384715e-05,0.008542415998817887,1,-229.20516382242187,0.05893566699887742,1.6531958270766013e-05,1,-8.526512829121202e-14,[0.6 0.3],[0.592792 0.290741],2.842170943040401e-14,2.842170943040401e-14,1235.900753583899,1.3013413865399248e-06,1.3013700791254815e-08,1.0546366826534901e-10,1.6019130445781693e-10,4.948124303721087e-10,0.17587040958970576,4.742029699949289e-09,2.5860286821688644e-06,2.583686835936523e-06,13.200846963284292,13.630558115994436,13.630556351642499,13.630556061010868,74.32633942435614,94.13779982952724,94.13786373088818,94.13783666474836,True,2.401529079325318e-07,4.742029699949289e-09,2.487651357813784e-07,1.896837433508387e-05,0.00017787499746191315,0.00017137499889940955,0.00016762499944888987,0.00016124999820021912,0.026168458000029204,224.44261740718915,224.22776183083405,224.22776271301004,224.22776285832586,0.21485454886328625,-1.0274918054165028e-06,-8.821759820420993e-07,-1.453158233744034e-07
ces,127,250,lbfgsb+gn,-230.82365580523233,8.829047469026288e-07,0.007062665998091688,1,-230.82365580523228,0.06010045800212538,2.961891236313444e-05,0,-5.684341886080802e-14,[0.6 0.3],[0.607912 0.273087],2.842170943040401e-14,2.842170943040401e-14,1258.6696237649624,9.376221608591839e-07,9.379467788783156e-09,6.099706687206108e-11,2.2688685931617354e-10,2.807134575549533e-09,0.03226155397757006,4.057296884271704e-09,1.1866292103738415e-06,1.1842159632293376e-06,13.604648598642399,13.478282371768062,13.47829391768904,13.478293943113204,88.88297001910931,79.65689578756714,79.65788825488319,79.65789059237869,True,1.9564610428285425e-07,4.057296884271704e-09,2.9518845984145974e-07,4.3046158086471804e-05,0.00017070800095098093,0.0001622910021978896,0.00016162500105565414,0.0001642499992158264,0.02532108300147229,225.85920857232048,225.92239168575765,225.92238591279715,225.92238590008506,-0.06317732776457774,5.785672584579515e-06,5.772960491867707e-06,1.271209271180851e-08
