model,seed,n_trials,optimization_method,objective_map,gradient_norm_map_fd,optimization_seconds,n_polish_steps,ad_polish_objective,ad_polish_seconds,ad_polish_gradient_norm,ad_polish_n_steps,gn_minus_ad_polish_objective,theta_true,theta_map,numpy_jax_objective_abs_error_map,numpy_jax_objective_abs_error_probe,ad_gradient_norm_probe,grad_h001_rel_error,grad_h0001_rel_error,grad_h00001_rel_error,grad_h000001_rel_error,grad_h0000001_rel_error,gn_ad_rel_fro_error,fd_ad_rel_fro_error,gn_logdet,fd_logdet,ad_logdet,gn_min_eig,fd_min_eig,ad_min_eig,fd_h001_rel_error,fd_h0001_rel_error,fd_h00001_rel_error,fd_h000001_rel_error,fd_h001_seconds,fd_h0001_seconds,fd_h00001_seconds,fd_h000001_seconds,ad_hessian_seconds,laplace_logevidence_gn,laplace_logevidence_fd,laplace_logevidence_ad,laplace_gn_minus_ad,laplace_fd_minus_ad
binary,133,250,lbfgsb+gn,117.78023838260975,1.0400581117595404e-06,0.4232021660027385,0,117.78023838260974,1.1389551669999491,0.0,1,1.4210854715202004e-14,[0.35 3.  ],[0.473346 2.898826],1.4210854715202004e-14,2.842170943040401e-14,14.404811134000019,5.012688776750496e-07,5.022511572309681e-09,9.679138756061993e-11,3.882143728071865e-10,4.174346343878119e-09,0.031075683680499924,7.1257701290339625e-09,7.523072278741768,7.53323314525465,7.5332331098489655,8.135222021247769,7.972466153576848,7.972465927335446,4.378979848135907e-07,7.1257701290339625e-09,1.4910961753276444e-06,5.4768516600215074e-05,0.015697792001446942,0.01524250000147731,0.014855833000183338,0.0157090419997985,0.42668508299902896,-119.7038974555713,-119.70897788882773,-119.70897787112489,0.005080415553592843,-1.7702845411804446e-08
binary,134,250,lbfgsb+gn,113.36816420485135,5.367460750251595e-08,0.28695108300235006,1,113.36816420485137,1.169459166998422,9.194832461092882e-07,0,-1.4210854715202004e-14,[0.35 3.  ],[0.48371  2.884848],0.0,1.4210854715202004e-14,13.363617641701614,3.766861911170561e-07,3.765949609882953e-09,3.4290667248613e-11,3.0433831856905723e-10,2.3034187977826393e-09,0.13528284688811068,8.145358769517284e-09,7.083922419524394,7.356050520235591,7.356050463249974,6.998326400667004,7.946097652463935,7.94609726127934,1.7242762442892446e-07,8.145358769517284e-09,2.1990002521265693e-06,0.0001657149628061359,0.015361375000793487,0.014609375000873115,0.015150499999435851,0.015593083000567276,0.42313637499682955,-115.0722483482042,-115.2083123985598,-115.20831237006699,0.13606402186279354,-2.8492806336544163e-08
binary,135,250,lbfgsb+gn,116.3401489500999,1.2106262209030812e-07,0.3404954159996123,1,116.3401489500999,1.1767434590001358,0.0,1,0.0,[0.35 3.  ],[0.25819 2.63612],1.4210854715202004e-14,0.0,16.388640559335226,8.232875533458022e-07,8.230227444415367e-09,2.041446194785905e-11,4.0909822354221253e-10,3.2942662159081436e-09,0.12309895675577301,7.305843486140482e-08,7.5576194024297685,7.421861190377725,7.421861088515224,10.905100936558355,10.682888412327777,10.682888094128066,6.090615231606207e-06,7.305843486140482e-08,9.815778672122732e-07,0.00016002323192725325,0.01583412499894621,0.015243541001837002,0.015562958000373328,0.015836333001061575,0.4199370419992192,-118.28108158490544,-118.21320247887941,-118.21320242794816,-0.0678791569572752,-5.0931248551933095e-08
binary,136,250,lbfgsb+gn,104.26602150472763,1.6994505226853078e-06,0.31401229200128,1,104.26602150472763,1.1434875000013562,2.250263039218911e-09,1,0.0,[0.35 3.  ],[0.366599 3.157599],1.4210854715202004e-14,0.0,11.763707112963674,8.818339815040602e-07,8.82037418997403e-09,1.0905136065725734e-10,9.453568142546653e-10,1.7675563219057863e-09,0.5276212431665277,4.804169710395892e-08,7.510152066520445,7.007179055578554,7.0071789551372206,8.10127602834893,7.478005138577264,7.478004743336976,1.1612065055296054e-06,4.804169710395892e-08,2.386045193516022e-06,0.00033526297521704554,0.015303624997613952,0.015258499999617925,0.015173625000898028,0.014407124999706866,0.48622162500032573,-106.18322047157851,-105.93173396610756,-105.9317339158869,-0.2514865556916135,-5.022066318360885e-08
binary,137,250,lbfgsb+gn,122.40409884130239,1.424409739773451e-06,0.35815104200082715,0,122.40409884130237,1.1871343749990046,5.800942894005628e-07,0,1.4210854715202004e-14,[0.35 3.  ],[0.347664 2.754775],2.842170943040401e-14,0.0,12.814502619569872,8.274599370987813e-07,8.271625249462506e-09,1.6603995620137128e-10,1.822403350793232e-09,1.2022192116557385e-08,0.006388823794491124,4.966425009411455e-08,7.478467769828747,7.431135213738848,7.431135092054244,9.040631339133615,8.60304802087936,8.603047392911611,3.3594494459256216e-06,4.966425009411455e-08,1.6035513419520493e-06,0.0001879966574650805,0.015601999999489635,0.015123917000892106,0.015432084001076873,0.01617791699754889,0.42237008399752085,-124.30545565980741,-124.28178938176247,-124.28178932092015,-0.02366633888725289,-6.084231074510171e-08
binary,138,250,lbfgsb+gn,96.78717216154347,8.495553071183601e-07,0.3555171670013806,1,96.78717216154348,1.2089667079999344,0.0,1,-1.4210854715202004e-14,[0.35 3.  ],[0.326264 3.339646],1.4210854715202004e-14,1.4210854715202004e-14,13.13405911010864,5.468733580828538e-07,5.473449095870412e-09,3.6481721823866705e-11,3.450125711140668e-10,4.424694093799148e-09,0.18950307682748568,4.2461555426047164e-08,7.347316982475091,7.034587181658388,7.034587106280531,8.431103951845657,7.322829865939279,7.3228296243628055,1.7092917977427214e-06,4.2461555426047164e-08,3.154941644652146e-06,0.00027340684151377855,0.015282333002687665,0.014889833000779618,0.015414084002259187,0.015110208001715364,0.4342292500004987,-98.62295358637166,-98.46658868596332,-98.46658864827438,-0.15636493809728336,-3.7688934639845684e-08
binary,139,250,lbfgsb+gn,110.01142174981284,7.72073470162873e-07,0.28675491600006353,1,110.01142174981283,1.1984117080028227,3.5483288878377245e-07,1,1.4210854715202004e-14,[0.35 3.  ],[0.347042 3.094893],1.4210854715202004e-14,1.4210854715202004e-14,12.753727660502832,2.5458384331209354e-06,2.5460714486809807e-08,2.6451604107463745e-10,2.353212598308187e-10,9.180539872074436e-09,0.18708727883412435,2.4323586270331462e-08,7.274708565263445,7.402054627702092,7.402054624820629,8.503480759352739,7.8681396281662614,7.868139796419706,2.601890358060012e-06,2.4323586270331462e-08,2.2753204961879573e-07,2.766613613251829e-05,0.015135749999899417,0.014642458001617342,0.015564041001198348,0.014787125001021195,0.42886549999821,-111.81089896603521,-111.87457199725453,-111.87457199581381,0.06367302977859879,-1.4407248727366095e-09
binary,140,250,lbfgsb+gn,114.68484204628903,9.097165084699742e-07,0.3433778329999768,1,114.68484204628903,1.169429042001866,2.510954846378253e-09,1,0.0,[0.35 3.  ],[0.275    2.829771],1.4210854715202004e-14,1.4210854715202004e-14,14.079161983782429,3.4418427538416417e-07,3.4432611564036372e-09,7.147859030914442e-11,5.705291848644748e-10,3.1525070193713674e-09,0.3842451676366997,2.9060393417544034e-08,7.559438931098876,7.2090119996514055,7.209011952659328,9.308835618274557,9.076801024880115,9.076800860077466,2.597386708997571e-06,2.9060393417544034e-08,8.671851799761343e-07,9.647420371393319e-05,0.015285417000995949,0.014857209000183502,0.015554334000626113,0.015249083997332491,0.42577075000008335,-116.62668444542912,-116.45147097970539,-116.45147095620935,-0.17521348921977165,-2.3496042445003695e-08
binary,141,250,lbfgsb+gn,112.95852099624214,1.8950611762771897e-07,0.33993191700210446,0,112.95852099624214,1.229976082999201,1.5276758108596704e-06,0,0.0,[0.35 3.  ],[0.329748 2.720755],1.4210854715202004e-14,0.0,17.785985637067004,1.570526635844473e-06,1.5706190702720304e-08,9.890374073142502e-11,2.0951680144154986e-10,5.729264773643662e-09,0.20871618297974126,3.2204111135655676e-08,7.525432244103836,7.7224618752488645,7.722461832167518,11.380277048159359,10.979801470118641,10.979801349955833,2.0252629023498024e-06,3.2204111135655676e-08,3.547607922824573e-07,4.599203167222362e-05,0.015276709000318078,0.015105541002412792,0.015108957999473205,0.015091666999069275,0.5045678749993385,-114.88336005188471,-114.98187486745722,-114.98187484591655,0.09851479403184271,-2.1540671468756045e-08
binary,142,250,lbfgsb+gn,114.79976690185624,3.8467455148866983e-07,0.2865946249985427,1,114.79976690185624,1.1425112079996325,7.813990759316641e-07,0,0.0,[0.35 3.  ],[0.437623 2.846157],1.4210854715202004e-14,0.0,13.459701059380993,1.650346485873255e-06,1.6499372738054675e-08,2.1328095221565094e-10,4.072966012617213e-10,8.858671366837484e-10,0.15465838948691515,1.39622834421221e-09,7.129383823476626,7.301945436657137,7.301945433975467,8.3920514129265,8.455614300924866,8.45561427519827,1.7502639469695024e-07,1.39622834421221e-09,5.864822601517552e-07,6.0202397011945404e-05,0.015865874996961793,0.01631062500018743,0.01604908300214447,0.016296458001306746,0.4220092499999737,-116.5265817471852,-116.61286255377547,-116.61286255243463,0.08628080524943016,-1.3408367749434547e-09
categorical,123,250,lbfgsb+gn,219.30162263821654,5.260044361789488e-07,0.34953999999925145,1,219.30162263821654,1.2636278749996563,5.802573019702229e-07,0,0.0,[0.35 3.  ],[0.385576 2.918953],2.842170943040401e-14,2.842170943040401e-14,11.989803883822669,3.350959381780031e-06,3.351434352319919e-08,3.8678714440555566e-10,1.191619204943307e-09,1.0835945057938214e-08,0.11648103186819465,1.077321878584923e-08,7.768980476403977,7.973833265122286,7.973833237670854,7.014247025951507,7.6084356743749595,7.60843554401837,3.5702877175693734e-07,1.077321878584923e-08,1.7936940448942608e-06,0.00019726503072049298,0.01572241600297275,0.015685875001508975,0.015766666001582053,0.015622250000888016,0.442571166997368,-221.3482358100092,-221.45066220436834,-221.45066219064265,0.10242638063346021,-1.3725696135225007e-08
categorical,124,250,lbfgsb+gn,193.50680999083215,9.958104074669505e-08,0.3147606669990637,1,193.50680999083215,1.2030108750004729,4.573016630728284e-09,1,0.0,[0.35 3.  ],[0.4189   3.107545],2.842170943040401e-14,0.0,15.679186488236311,1.6439976148719413e-06,1.6441069269839955e-08,2.741188609001824e-10,4.82893195613881e-10,1.7420515986680867e-09,0.096125678302368,2.383333026901655e-08,7.988198795245447,7.90969271565187,7.909692679148291,9.428249726532462,9.55265198902457,9.55265186506274,5.511516946787576e-07,2.383333026901655e-08,1.8216147992974162e-06,2.1515789080646818e-05,0.01607904200136545,0.015381625002191868,0.015879875001701294,0.015286750000086613,0.44291979099944,-195.66303232204555,-195.62377928224876,-195.62377926399697,-0.03925305804858681,-1.8251796518597985e-08
categorical,125,250,lbfgsb+gn,194.47520738276285,1.604288603251505e-07,0.32732874999783235,1,194.47520738276285,1.1795689159989706,4.509822313686728e-09,1,0.0,[0.35 3.  ],[0.354141 3.15109 ],0.0,0.0,17.61867557796854,2.036132033699921e-06,2.0362972144179996e-08,3.171409138948093e-10,1.8826943661081314e-10,5.176897808878176e-09,0.15490860745743323,2.441892406677438e-08,8.131164595662502,8.334061038696328,8.334060997846148,10.341207580417839,10.705631068233023,10.705630892024393,2.5741392319159553e-06,2.441892406677438e-08,3.3622349072887035e-07,4.907212640339887e-05,0.015474208998057293,0.015065042000060203,0.01553579099709168,0.015116167000087444,0.4490344589976303,-196.70291261418475,-196.8043608357017,-196.8043608152766,0.10144820109184138,-2.0425090951903258e-08
